id,RowRef,RowNo,createdAt,updatedAt,BlockId
3726,BL_2,2,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,177
3727,BD_16,16,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,181
3729,GU_39,39,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,221
3730,BA_20,20,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,192
3731,FA_3,3,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,198
3732,BE_23,23,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,246
3733,DA_1,1,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,213
3734,GB_11,11,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,191
3736,AK_11,11,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,170
3738,WG_20,20,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,200
3739,EA_1,1,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,215
3740,BB_23,23,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,245
3741,GD_3,3,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,229
3744,BI_15,15,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,233
3745,BG_10,10,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,208
3746,IH_9,9,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,174
3748,II_7,7,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,199
3749,GA_17,17,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,169
3750,IH_12,12,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,174
3751,BF_2,2,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,242
3752,EF_20,20,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,173
3753,GB_7,7,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,191
3754,AH_27,27,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,165
3755,AF_9,9,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,236
3756,II_1,1,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,199
3757,EF_9,9,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,173
3760,BK_11,11,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,223
3762,AG_11,11,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,180
3763,BA_4,4,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,192
3764,AF_29,29,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,236
3765,GD_9,9,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,229
3768,AC_12,12,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,194
3769,GB_5,5,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,191
3770,DD_6,6,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,204
3772,EB_23,23,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,167
3774,AB_25,25,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,231
3775,AI_10,10,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,235
3776,AB_5,5,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,231
3777,FD_11,11,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,164
3778,AF_10,10,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,236
3779,AA_15,15,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,190
3781,BN_2,2,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,203
3783,EB_2,2,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,167
3787,DE_20,20,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,171
3788,IH_16,16,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,174
3789,AH_18,18,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,165
3790,FD_9,9,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,164
3792,WG_10,10,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,200
3793,EE_8,8,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,168
3795,BD_29,29,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,181
3796,GU_22,22,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,221
3797,AB_7,7,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,231
3798,BC_4,4,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,183
3799,DA_4,4,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,213
3800,WG_37,37,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,200
3802,IH_4,4,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,174
3803,AD_4,4,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,197
3804,BA_18,18,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,192
3805,DC_14,14,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,206
3806,BE_26,26,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,246
3807,IC_5,5,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,239
3808,EA_2,2,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,215
3809,GE_17,17,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,212
3810,BK_3,3,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,223
3812,GE_8,8,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,212
3813,AA_12,12,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,190
3814,ED_8,8,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,205
3815,AB_26,26,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,231
3816,BK_19,19,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,223
3817,AE_9,9,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,232
3818,IC_1,1,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,239
3819,AB_32,32,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,231
3820,AA_25,25,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,190
3821,IA_9,9,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,230
3822,GA_6,6,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,169
3823,BB_14,14,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,245
3826,FA_4,4,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,198
3828,AI_11,11,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,235
3829,AA_6,6,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,190
3830,BF_1,1,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,242
3831,WG_33,33,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,200
3832,AH_1,1,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,165
3833,WG_9,9,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,200
3834,GU_1,1,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,221
3835,AK_19,19,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,170
3837,EB_11,11,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,167
3838,BC_1,1,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,183
3839,FA_19,19,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,198
3840,FA_14,14,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,198
3843,BJ_23,23,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,238
3844,DC_11,11,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,206
3845,BI_22,22,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,233
3846,BF_20,20,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,242
3847,DB_17,17,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,166
3848,IA_15,15,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,230
3849,AF_30,30,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,236
3850,EE_18,18,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,168
3852,BH_9,9,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,219
3853,WG_24,24,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,200
3856,BD_12,12,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,181
3858,WG_31,31,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,200
3861,BB_12,12,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,245
3862,AC_6,6,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,194
3863,IA_17,17,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,230
3864,BK_6,6,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,223
3865,AD_18,18,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,197
3866,ED_9,9,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,205
3867,BA_1,1,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,192
3868,AE_8,8,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,232
3869,FB_11,11,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,243
3870,HH_2,2,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,196
3871,AB_17,17,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,231
3873,IA_12,12,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,230
3876,BA_27,27,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,192
3877,BI_19,19,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,233
3878,AG_14,14,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,180
3879,BA_15,15,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,192
3880,DC_4,4,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,206
3881,GU_27,27,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,221
3882,DA_16,16,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,213
3883,AE_4,4,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,232
3884,IJ_4,4,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,182
3885,IB_6,6,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,186
3886,AA_22,22,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,190
3887,FE_18,18,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,247
3888,IA_20,20,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,230
3889,FB_2,2,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,243
3891,WG_27,27,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,200
3892,BD_24,24,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,181
3893,WG_17,17,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,200
3894,EB_21,21,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,167
3895,BJ_18,18,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,238
3896,AA_2,2,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,190
3899,FE_17,17,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,247
3901,AD_7,7,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,197
3902,DA_3,3,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,213
3903,GA_5,5,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,169
3904,BA_7,7,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,192
3905,GE_22,22,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,212
3907,WG_14,14,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,200
3908,BM_1,1,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,202
3909,EF_12,12,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,173
3910,ID_7,7,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,214
3911,BC_23,23,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,183
3912,IB_9,9,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,186
3913,AA_5,5,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,190
3914,AJ_6,6,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,224
3915,IE_6,6,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,188
3916,IA_27,27,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,230
3917,AG_7,7,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,180
3918,FC_9,9,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,184
3919,AJ_18,18,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,224
3920,GU_35,35,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,221
3922,BF_26,26,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,242
3926,GU_25,25,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,221
3927,GB_15,15,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,191
3928,EA_5,5,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,215
3929,BJ_10,10,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,238
3930,AF_8,8,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,236
3931,IF_4,4,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,189
3933,AK_9,9,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,170
3934,GU_5,5,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,221
3935,BE_4,4,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,246
3936,BG_4,4,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,208
3937,GU_11,11,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,221
3938,AH_5,5,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,165
3939,AF_3,3,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,236
3940,BA_10,10,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,192
3941,BC_12,12,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,183
3942,GD_11,11,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,229
3943,EF_24,24,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,173
3945,AK_20,20,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,170
3946,FA_1,1,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,198
3947,FD_8,8,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,164
3948,BI_27,27,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,233
3949,WG_21,21,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,200
3950,AA_18,18,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,190
3951,BB_27,27,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,245
3952,DE_19,19,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,171
3953,GA_4,4,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,169
3954,IE_5,5,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,188
3955,AK_8,8,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,170
3959,EF_22,22,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,173
3960,FE_4,4,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,247
3961,BB_7,7,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,245
3962,EC_1,1,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,227
3965,BG_11,11,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,208
3966,DC_15,15,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,206
3967,HH_1,1,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,196
3968,BF_10,10,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,242
3970,DD_17,17,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,204
3971,FE_25,25,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,247
3972,BG_1,1,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,208
3973,AB_31,31,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,231
3974,AB_29,29,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,231
3975,FA_2,2,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,198
3976,DC_18,18,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,206
3977,AB_10,10,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,231
3978,IJ_9,9,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,182
3981,AH_17,17,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,165
3982,DC_7,7,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,206
3983,FE_22,22,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,247
3984,GB_8,8,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,191
3986,AJ_3,3,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,224
3988,FD_15,15,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,164
3989,DB_12,12,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,166
3990,AC_9,9,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,194
3991,FD_6,6,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,164
3993,AC_21,21,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,194
3994,GB_2,2,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,191
3995,DB_1,1,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,166
3996,EA_7,7,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,215
3998,ED_14,14,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,205
3999,FB_5,5,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,243
4000,BC_6,6,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,183
4001,BA_2,2,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,192
4003,BK_10,10,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,223
4004,AA_16,16,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,190
4006,BG_14,14,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,208
4007,HH_8,8,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,196
4008,GC_4,4,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,162
4010,BB_15,15,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,245
4012,AF_27,27,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,236
4013,IC_3,3,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,239
4015,BC_9,9,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,183
4016,AK_16,16,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,170
4017,DC_2,2,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,206
4018,BG_7,7,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,208
4019,DE_1,1,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,171
4020,BD_23,23,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,181
4021,ED_3,3,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,205
4024,DE_5,5,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,171
4026,AH_2,2,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,165
4028,EF_16,16,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,173
4029,DE_7,7,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,171
4030,DE_15,15,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,171
4031,WG_44,44,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,200
4032,IB_10,10,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,186
4033,IG_6,6,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,176
4034,EF_8,8,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,173
4036,BE_22,22,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,246
4037,WG_30,30,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,200
4039,FA_5,5,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,198
4040,BC_7,7,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,183
4041,EC_2,2,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,227
4042,II_4,4,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,199
4043,FC_20,20,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,184
4044,FE_27,27,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,247
4045,GA_1,1,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,169
4046,AD_8,8,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,197
4047,AJ_12,12,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,224
4048,IA_16,16,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,230
4049,AF_21,21,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,236
4050,DE_17,17,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,171
4051,EB_22,22,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,167
4053,GU_9,9,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,221
4054,BE_1,1,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,246
4055,AA_23,23,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,190
4057,DE_16,16,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,171
4058,BG_15,15,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,208
4059,BL_4,4,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,177
4060,FD_16,16,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,164
4061,BK_18,18,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,223
4062,FC_14,14,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,184
4065,AG_18,18,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,180
4066,IB_4,4,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,186
4067,BF_16,16,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,242
4069,IH_15,15,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,174
4070,DD_2,2,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,204
4071,EF_19,19,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,173
4072,AF_7,7,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,236
4073,FB_10,10,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,243
4074,IF_6,6,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,189
4075,GU_34,34,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,221
4076,AG_25,25,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,180
4079,IE_4,4,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,188
4080,AJ_1,1,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,224
4081,DA_9,9,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,213
4082,EE_14,14,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,168
4083,BK_23,23,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,223
4084,IA_7,7,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,230
4085,IB_1,1,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,186
4086,DE_12,12,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,171
4087,BK_22,22,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,223
4088,AA_11,11,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,190
4089,EB_5,5,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,167
4090,BE_24,24,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,246
4091,DD_8,8,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,204
4092,IF_5,5,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,189
4093,AK_10,10,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,170
4094,IB_11,11,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,186
4095,AI_17,17,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,235
4096,GU_36,36,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,221
4097,DC_3,3,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,206
4099,WG_36,36,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,200
4100,EC_14,14,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,227
4101,FD_3,3,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,164
4103,AI_14,14,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,235
4104,BC_22,22,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,183
4105,AH_20,20,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,165
4106,AD_14,14,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,197
4107,FE_8,8,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,247
4108,EE_4,4,2020-09-03 10:00:20.609+02,2020-09-03 10:00:20.609+02,168
